"","storm_id","storm_name","n_obs","basin","basinid","year","num_id","max_wind_mph","max_wind_ms","min_pressure","max_category","aceyear","sum_of_sq_knts","ace","named","hurricane","hurricane_major","hurricane_intense"
"654","AL042010","COLIN",25,"Western Atlantic",1,"2010",201004.1,58,25.72,1005,NA,2010,18650,1.865,1,NA,NA,NA
"655","AL042011","DON",14,"Western Atlantic",1,"2011",201104.1,52,23.148,997,NA,2011,16200,1.62,1,NA,NA,NA
"656","AL042012","DEBBY",18,"Western Atlantic",1,"2012",201204.1,63,28.292,990,NA,2012,27575,2.7575,1,NA,NA,NA
"657","AL042013","DORIAN",51,"Western Atlantic",1,"2013",201304.1,58,25.72,1002,NA,2013,25725,2.5725,1,NA,NA,NA
"658","AL042014","CRISTOBAL",39,"Western Atlantic",1,"2014",201404.1,86,38.58,963,1,2014,79225,7.9225,1,1,NA,NA
"659","AL042015","DANNY",31,"Western Atlantic",1,"2015",201504.1,127,56.584,960,3,2015,105325,10.5325,1,1,1,NA
"660","AL042016","DANIELLE",12,"Western Atlantic",1,"2016",201604.1,46,20.576,1007,NA,2016,4050,0.405,1,NA,NA,NA
"661","AL051851","UNNAMED",16,"Western Atlantic",1,"1851",185105.1,58,25.72,NA,NA,1851,40000,4,1,NA,NA,NA
"662","AL051852","UNNAMED",25,"Western Atlantic",1,"1852",185205.1,104,46.296,NA,2,1852,156800,15.68,1,1,NA,NA
"663","AL051853","UNNAMED",1,"Western Atlantic",1,"1853",185305.1,58,25.72,NA,NA,1853,2500,0.25,1,NA,NA,NA
"664","AL051854","UNNAMED",12,"Western Atlantic",1,"1854",185405.1,69,30.864,NA,NA,1854,36600,3.66,1,NA,NA,NA
"665","AL051855","UNNAMED",11,"Western Atlantic",1,"1855",185505.1,127,56.584,NA,3,1855,72600,7.26,1,1,1,NA
"666","AL051856","UNNAMED",40,"Western Atlantic",1,"1856",185605.1,115,51.44,969,3,1856,227300,22.73,1,1,1,NA
"667","AL051858","UNNAMED",14,"Western Atlantic",1,"1858",185805.1,92,41.152,NA,1,1858,70200,7.02,1,1,NA,NA
"668","AL051859","UNNAMED",16,"Western Atlantic",1,"1859",185905.1,81,36.008,NA,1,1859,59100,5.91,1,1,NA,NA
"669","AL051860","UNNAMED",16,"Western Atlantic",1,"1860",186005.1,69,30.864,NA,NA,1860,47400,4.74,1,NA,NA,NA
"670","AL051861","UNNAMED",7,"Western Atlantic",1,"1861",186105.1,81,36.008,NA,1,1861,22000,2.2,1,1,NA,NA
"671","AL051862","UNNAMED",14,"Western Atlantic",1,"1862",186205.1,81,36.008,NA,1,1862,49000,4.9,1,1,NA,NA
"672","AL051863","UNNAMED",32,"Western Atlantic",1,"1863",186305.1,81,36.008,NA,1,1863,139400,13.94,1,1,NA,NA
"673","AL051864","UNNAMED",12,"Western Atlantic",1,"1864",186405.1,81,36.008,NA,1,1864,46600,4.66,1,1,NA,NA
"674","AL051865","UNNAMED",1,"Western Atlantic",1,"1865",186505.1,69,30.864,NA,NA,1865,3600,0.36,1,NA,NA,NA
"675","AL051866","UNNAMED",12,"Western Atlantic",1,"1866",186605.1,104,46.296,NA,2,1866,62200,6.22,1,1,NA,NA
"676","AL051867","UNNAMED",1,"Western Atlantic",1,"1867",186705.1,58,25.72,NA,NA,1867,2500,0.25,1,NA,NA,NA
"677","AL051869","UNNAMED",9,"Western Atlantic",1,"1869",186905.1,81,36.008,NA,1,1869,38400,3.84,1,1,NA,NA
"678","AL051870","UNNAMED",16,"Western Atlantic",1,"1870",187005.1,92,41.152,969,1,1870,73800,7.38,1,1,NA,NA
"679","AL051871","UNNAMED",16,"Western Atlantic",1,"1871",187105.1,104,46.296,NA,2,1871,129600,12.96,1,1,NA,NA
"680","AL051872","UNNAMED",28,"Western Atlantic",1,"1872",187205.1,81,36.008,NA,1,1872,47000,4.7,1,1,NA,NA
"681","AL051873","UNNAMED",59,"Western Atlantic",1,"1873",187305.1,115,51.44,959,3,1873,274000,27.4,1,1,1,NA
"682","AL051874","UNNAMED",16,"Western Atlantic",1,"1874",187405.1,58,25.72,NA,NA,1874,40000,4,1,NA,NA,NA
"683","AL051875","UNNAMED",16,"Western Atlantic",1,"1875",187505.1,104,46.296,NA,2,1875,100200,10.02,1,1,NA,NA
"684","AL051876","UNNAMED",49,"Western Atlantic",1,"1876",187605.1,115,51.44,958,3,1876,237700,23.77,1,1,1,NA
"685","AL051877","UNNAMED",24,"Western Atlantic",1,"1877",187705.1,58,25.72,NA,NA,1877,45600,4.56,1,NA,NA,NA
"686","AL051878","UNNAMED",55,"Western Atlantic",1,"1878",187805.1,104,46.296,970,2,1878,211700,21.17,1,1,NA,NA
"687","AL051879","UNNAMED",21,"Western Atlantic",1,"1879",187905.1,58,25.72,NA,NA,1879,35800,3.58,1,NA,NA,NA
"688","AL051880","UNNAMED",40,"Western Atlantic",1,"1880",188005.1,92,41.152,977,1,1880,182800,18.28,1,1,NA,NA
"689","AL051881","UNNAMED",37,"Western Atlantic",1,"1881",188105.1,104,46.296,970,2,1881,167900,16.79,1,1,NA,NA
"690","AL051882","UNNAMED",20,"Western Atlantic",1,"1882",188205.1,81,36.008,NA,1,1882,85800,8.58,1,1,NA,NA
"691","AL051885","UNNAMED",16,"Western Atlantic",1,"1885",188505.1,81,36.008,999,1,1885,66200,6.62,1,1,NA,NA
"692","AL051886","UNNAMED",40,"Western Atlantic",1,"1886",188605.1,150,66.872,925,4,1886,230625,23.0625,1,1,1,1
"693","AL051887","UNNAMED",36,"Western Atlantic",1,"1887",188705.1,58,25.72,NA,NA,1887,66625,6.6625,1,NA,NA,NA
"694","AL051888","UNNAMED",28,"Western Atlantic",1,"1888",188805.1,58,25.72,999,NA,1888,33300,3.33,1,NA,NA,NA
"695","AL051889","UNNAMED",40,"Western Atlantic",1,"1889",188905.1,81,36.008,NA,1,1889,131175,13.1175,1,1,NA,NA
"696","AL051891","UNNAMED",44,"Western Atlantic",1,"1891",189105.1,98,43.724,NA,2,1891,211475,21.1475,1,1,NA,NA
"697","AL051892","UNNAMED",48,"Western Atlantic",1,"1892",189205.1,98,43.724,NA,2,1892,268850,26.885,1,1,NA,NA
"698","AL051893","UNNAMED",16,"Western Atlantic",1,"1893",189305.1,98,43.724,NA,2,1893,75650,7.565,1,1,NA,NA
"699","AL051894","UNNAMED",49,"Western Atlantic",1,"1894",189405.1,121,54.012,NA,3,1894,264150,26.415,1,1,1,NA
"700","AL051895","UNNAMED",59,"Western Atlantic",1,"1895",189505.1,104,46.296,NA,2,1895,336125,33.6125,1,1,NA,NA
"701","AL051896","UNNAMED",40,"Western Atlantic",1,"1896",189605.1,98,43.724,NA,2,1896,115400,11.54,1,1,NA,NA
"702","AL051897","UNNAMED",54,"Western Atlantic",1,"1897",189705.1,81,36.008,NA,1,1897,104350,10.435,1,1,NA,NA
"703","AL051898","UNNAMED",43,"Western Atlantic",1,"1898",189805.1,58,25.72,NA,NA,1898,83650,8.365,1,NA,NA,NA
"704","AL051899","UNNAMED",52,"Western Atlantic",1,"1899",189905.1,121,54.012,939,3,1899,357250,35.725,1,1,1,NA
"705","AL051900","UNNAMED",42,"Western Atlantic",1,"1900",190005.1,69,30.864,NA,NA,1900,35125,3.5125,1,NA,NA,NA
"706","AL051901","UNNAMED",18,"Western Atlantic",1,"1901",190105.1,52,23.148,NA,NA,1901,12525,1.2525,1,NA,NA,NA
"707","AL051902","UNNAMED",24,"Western Atlantic",1,"1902",190205.1,69,30.864,NA,NA,1902,45575,4.5575,1,NA,NA,NA
"708","AL051903","UNNAMED",32,"Western Atlantic",1,"1903",190305.1,58,25.72,NA,NA,1903,29075,2.9075,1,NA,NA,NA
"709","AL051904","UNNAMED",27,"Western Atlantic",1,"1904",190405.1,52,23.148,NA,NA,1904,27600,2.76,1,NA,NA,NA
"710","AL051905","UNNAMED",28,"Western Atlantic",1,"1905",190505.1,52,23.148,NA,NA,1905,34225,3.4225,1,NA,NA,NA
"711","AL051906","UNNAMED",63,"Western Atlantic",1,"1906",190605.1,92,41.152,977,1,1906,204450,20.445,1,1,NA,NA
"712","AL051907","UNNAMED",28,"Western Atlantic",1,"1907",190705.1,46,20.576,NA,NA,1907,39075,3.9075,1,NA,NA,NA
"713","AL051908","UNNAMED",15,"Western Atlantic",1,"1908",190805.1,52,23.148,NA,NA,1908,21000,2.1,1,NA,NA,NA
"714","AL051909","UNNAMED",20,"Western Atlantic",1,"1909",190905.1,46,20.576,1004,NA,1909,14600,1.46,1,NA,NA,NA
"715","AL051910","UNNAMED",59,"Western Atlantic",1,"1910",191005.1,150,66.872,924,4,1910,290500,29.05,1,1,1,1
"716","AL051911","UNNAMED",22,"Western Atlantic",1,"1911",191105.1,63,28.292,NA,NA,1911,37925,3.7925,1,NA,NA,NA
"717","AL051912","UNNAMED",30,"Western Atlantic",1,"1912",191205.1,92,41.152,NA,1,1912,75575,7.5575,1,1,NA,NA
"718","AL051913","UNNAMED",36,"Western Atlantic",1,"1913",191305.1,75,33.436,NA,1,1913,42850,4.285,1,1,NA,NA
"719","AL051915","UNNAMED",16,"Western Atlantic",1,"1915",191505.1,58,25.72,NA,NA,1915,23275,2.3275,1,NA,NA,NA
"720","AL051916","UNNAMED",10,"Western Atlantic",1,"1916",191605.1,58,25.72,NA,NA,1916,15925,1.5925,1,NA,NA,NA
"721","AL051918","UNNAMED",27,"Western Atlantic",1,"1918",191805.1,109,48.868,NA,2,1918,113200,11.32,1,1,NA,NA
"722","AL051919","UNNAMED",24,"Western Atlantic",1,"1919",191905.1,69,30.864,NA,NA,1919,35150,3.515,1,NA,NA,NA
"723","AL051920","UNNAMED",24,"Western Atlantic",1,"1920",192005.1,86,38.58,NA,1,1920,34575,3.4575,1,1,NA,NA
"724","AL051921","UNNAMED",36,"Western Atlantic",1,"1921",192105.1,81,36.008,NA,1,1921,19575,1.9575,1,1,NA,NA
"725","AL051922","UNNAMED",24,"Western Atlantic",1,"1922",192205.1,52,23.148,NA,NA,1922,20675,2.0675,1,NA,NA,NA
"726","AL051923","UNNAMED",41,"Western Atlantic",1,"1923",192305.1,121,54.012,NA,3,1923,176850,17.685,1,1,1,NA
"727","AL051924","UNNAMED",29,"Western Atlantic",1,"1924",192405.1,86,38.58,980,1,1924,44850,4.485,1,1,NA,NA
"728","AL051926","UNNAMED",19,"Western Atlantic",1,"1926",192605.1,104,46.296,NA,2,1926,100300,10.03,1,1,NA,NA
"729","AL051927","UNNAMED",17,"Western Atlantic",1,"1927",192705.1,58,25.72,NA,NA,1927,15175,1.5175,1,NA,NA,NA
"730","AL051928","UNNAMED",20,"Western Atlantic",1,"1928",192805.1,69,30.864,984,NA,1928,29600,2.96,1,NA,NA,NA
"731","AL051929","UNNAMED",15,"Western Atlantic",1,"1929",192905.1,81,36.008,NA,1,1929,28000,2.8,1,1,NA,NA
"732","AL051931","UNNAMED",13,"Western Atlantic",1,"1931",193105.1,46,20.576,NA,NA,1931,5275,0.5275,1,NA,NA,NA
"733","AL051932","UNNAMED",16,"Western Atlantic",1,"1932",193205.1,69,30.864,NA,NA,1932,35700,3.57,1,NA,NA,NA
"734","AL051933","UNNAMED",51,"Western Atlantic",1,"1933",193305.1,92,41.152,975,1,1933,179025,17.9025,1,1,NA,NA
"735","AL051934","UNNAMED",27,"Western Atlantic",1,"1934",193405.1,81,36.008,998,1,1934,76650,7.665,1,1,NA,NA
"736","AL051935","UNNAMED",39,"Western Atlantic",1,"1935",193505.1,138,61.728,955,4,1935,260125,26.0125,1,1,1,1
"737","AL051936","UNNAMED",24,"Western Atlantic",1,"1936",193605.1,104,46.296,964,2,1936,67200,6.72,1,1,NA,NA
"738","AL051937","UNNAMED",9,"Western Atlantic",1,"1937",193705.1,69,30.864,NA,NA,1937,16475,1.6475,1,NA,NA,NA
"739","AL051938","UNNAMED",19,"Western Atlantic",1,"1938",193805.1,40,18.004,NA,NA,1938,4900,0.49,1,NA,NA,NA
"740","AL051939","UNNAMED",30,"Western Atlantic",1,"1939",193905.1,138,61.728,NA,4,1939,183900,18.39,1,1,1,1
"741","AL051940","UNNAMED",49,"Western Atlantic",1,"1940",194005.1,98,43.724,NA,2,1940,139025,13.9025,1,1,NA,NA
"742","AL051941","UNNAMED",44,"Western Atlantic",1,"1941",194105.1,121,54.012,962,3,1941,139675,13.9675,1,1,1,NA
"743","AL051942","UNNAMED",32,"Western Atlantic",1,"1942",194205.1,52,23.148,NA,NA,1942,50100,5.01,1,NA,NA,NA
"744","AL051943","UNNAMED",18,"Western Atlantic",1,"1943",194305.1,52,23.148,NA,NA,1943,17000,1.7,1,NA,NA,NA
"745","AL051944","UNNAMED",20,"Western Atlantic",1,"1944",194405.1,58,25.72,NA,NA,1944,27950,2.795,1,NA,NA,NA
"746","AL051945","UNNAMED",24,"Western Atlantic",1,"1945",194505.1,115,51.44,963,3,1945,121675,12.1675,1,1,1,NA
"747","AL051946","UNNAMED",20,"Western Atlantic",1,"1946",194605.1,92,41.152,NA,1,1946,14850,1.485,1,1,NA,NA
"748","AL051947","UNNAMED",10,"Western Atlantic",1,"1947",194705.1,58,25.72,NA,NA,1947,8575,0.8575,1,NA,NA,NA
"749","AL051948","UNNAMED",22,"Western Atlantic",1,"1948",194805.1,81,36.008,983,1,1948,28525,2.8525,1,1,NA,NA
"750","AL051949","UNNAMED",11,"Western Atlantic",1,"1949",194905.1,58,25.72,NA,NA,1949,15175,1.5175,1,NA,NA,NA
"751","AL051950","EASY",39,"Western Atlantic",1,"1950",195005.1,121,54.012,960,3,1950,133100,13.31,1,1,1,NA
"752","AL051951","DOG",38,"Western Atlantic",1,"1951",195105.1,92,41.152,992,1,1951,71350,7.135,1,1,NA,NA
"753","AL051952","UNNAMED",27,"Western Atlantic",1,"1952",195205.1,52,23.148,NA,NA,1952,17375,1.7375,1,NA,NA,NA
"754","AL051953","UNNAMED",13,"Western Atlantic",1,"1953",195305.1,40,18.004,1007,NA,1953,7350,0.735,1,NA,NA,NA
"755","AL051954","BARBARA",14,"Western Atlantic",1,"1954",195405.1,58,25.72,999,NA,1954,14425,1.4425,1,NA,NA,NA
"756","AL051955","UNNAMED",14,"Western Atlantic",1,"1955",195505.1,52,23.148,1004,NA,1955,12150,1.215,1,NA,NA,NA
"757","AL051956","DORA",12,"Western Atlantic",1,"1956",195605.1,58,25.72,1000,NA,1956,19225,1.9225,1,NA,NA,NA
"758","AL051957","DEBBIE",10,"Western Atlantic",1,"1957",195705.1,40,18.004,1003,NA,1957,8575,0.8575,1,NA,NA,NA
"759","AL051958","ELLA",35,"Western Atlantic",1,"1958",195805.1,109,48.868,983,2,1958,96975,9.6975,1,1,NA,NA
"760","AL051959","DEBRA",22,"Western Atlantic",1,"1959",195905.1,86,38.58,980,1,1959,29825,2.9825,1,1,NA,NA
"761","AL051960","DONNA",72,"Western Atlantic",1,"1960",196005.1,144,64.3,930,4,1960,492425,49.2425,1,1,1,1
"762","AL051961","ESTHER",67,"Western Atlantic",1,"1961",196105.1,144,64.3,927,4,1961,521550,52.155,1,1,1,1
"763","AL051962","ELLA",36,"Western Atlantic",1,"1962",196205.1,115,51.44,950,3,1962,136750,13.675,1,1,1,NA
"764","AL051963","DEBRA",23,"Western Atlantic",1,"1963",196305.1,75,33.436,999,1,1963,42275,4.2275,1,1,NA,NA
"765","AL051964","CLEO",64,"Western Atlantic",1,"1964",196405.1,155,69.444,950,4,1964,376775,37.6775,1,1,1,1
"766","AL051965","DEBBIE",23,"Western Atlantic",1,"1965",196505.1,52,23.148,1001,NA,1965,8100,0.81,1,NA,NA,NA
"767","AL051966","ELLA",26,"Western Atlantic",1,"1966",196605.1,52,23.148,1008,NA,1966,30750,3.075,1,NA,NA,NA
"768","AL051967","UNNAMED",17,"Western Atlantic",1,"1967",196705.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","AL051968","DOLLY",29,"Western Atlantic",1,"1968",196805.1,81,36.008,985,1,1968,60325,6.0325,1,1,NA,NA
"770","AL051969","UNNAMED",9,"Western Atlantic",1,"1969",196905.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","AL051970","UNNAMED",17,"Western Atlantic",1,"1970",197005.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","AL051971","UNNAMED",13,"Western Atlantic",1,"1971",197105.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","AL051972","UNNAMED",18,"Western Atlantic",1,"1972",197205.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","AL051973","UNNAMED",9,"Western Atlantic",1,"1973",197305.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","AL051974","UNNAMED",19,"Western Atlantic",1,"1974",197405.1,52,23.148,1006,NA,1974,17375,1.7375,1,NA,NA,NA
"776","AL051975","UNNAMED",7,"Western Atlantic",1,"1975",197505.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","AL051976","UNNAMED",6,"Western Atlantic",1,"1976",197605.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","AL051977","ANITA",20,"Western Atlantic",1,"1977",197705.1,173,77.16,926,5,1977,127700,12.77,1,1,1,1
"779","AL051978","BESS",13,"Western Atlantic",1,"1978",197805.1,52,23.148,1005,NA,1978,11675,1.1675,1,NA,NA,NA
"780","AL051979","UNNAMED",14,"Western Atlantic",1,"1979",197905.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","AL051980","UNNAMED",17,"Western Atlantic",1,"1980",198005.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","AL051981","UNNAMED",7,"Western Atlantic",1,"1981",198105.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","AL051982","CHRIS",16,"Western Atlantic",1,"1982",198205.1,63,28.292,994,NA,1982,12875,1.2875,1,NA,NA,NA
"784","AL051983","CHANTAL",20,"Western Atlantic",1,"1983",198305.1,75,33.436,994,1,1983,42725,4.2725,1,1,NA,NA
"785","AL051984","UNNAMED",14,"Western Atlantic",1,"1984",198405.1,58,25.72,1000,NA,1984,14700,1.47,1,NA,NA,NA
"786","AL051985","ELENA",33,"Western Atlantic",1,"1985",198505.1,127,56.584,953,3,1985,158200,15.82,1,1,1,NA
"787","AL051986","CHARLEY",68,"Western Atlantic",1,"1986",198605.1,81,36.008,980,1,1986,56325,5.6325,1,1,NA,NA
"788","AL051987","BRET",26,"Western Atlantic",1,"1987",198705.1,52,23.148,1000,NA,1987,23500,2.35,1,NA,NA,NA
"789","AL051988","ERNESTO",9,"Western Atlantic",1,"1988",198805.1,63,28.292,994,NA,1988,12875,1.2875,1,NA,NA,NA
"790","AL051989","DEAN",38,"Western Atlantic",1,"1989",198905.1,104,46.296,968,2,1989,159325,15.9325,1,1,NA,NA
"791","AL051990","DIANA",24,"Western Atlantic",1,"1990",199005.1,98,43.724,980,2,1990,42650,4.265,1,1,NA,NA
"792","AL051991","UNNAMED",13,"Western Atlantic",1,"1991",199105.1,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","AL051992","BONNIE",61,"Western Atlantic",1,"1992",199205.1,109,48.868,965,2,1992,231150,23.115,1,1,NA,NA
"794","AL051993","EMILY",61,"Western Atlantic",1,"1993",199305.1,115,51.44,960,3,1993,221025,22.1025,1,1,1,NA
"795","AL051994","UNNAMED",9,"Western Atlantic",1,"1994",199405.1,35,15.432,1005,NA,NA,NA,NA,NA,NA,NA,NA
"796","AL051995","ERIN",30,"Western Atlantic",1,"1995",199505.1,98,43.724,973,2,1995,73275,7.3275,1,1,NA,NA
"797","AL051996","EDOUARD",73,"Western Atlantic",1,"1996",199605.1,144,64.3,933,4,1996,493175,49.3175,1,1,1,1
"798","AL051997","DANNY",47,"Western Atlantic",1,"1997",199705.1,81,36.008,984,1,1997,59875,5.9875,1,1,NA,NA
"799","AL051998","EARL",33,"Western Atlantic",1,"1998",199805.1,98,43.724,964,2,1998,39025,3.9025,1,1,NA,NA
"800","AL051999","DENNIS",66,"Western Atlantic",1,"1999",199905.1,104,46.296,962,2,1999,201800,20.18,1,1,NA,NA
"801","AL052000","BERYL",9,"Western Atlantic",1,"2000",200005.1,52,23.148,1007,NA,2000,8900,0.89,1,NA,NA,NA
"802","AL052001","DEAN",29,"Western Atlantic",1,"2001",200105.1,69,30.864,994,NA,2001,29375,2.9375,1,NA,NA,NA
"803","AL052002","EDOUARD",21,"Western Atlantic",1,"2002",200205.1,63,28.292,1002,NA,2002,17675,1.7675,1,NA,NA,NA
"804","AL052003","DANNY",44,"Western Atlantic",1,"2003",200305.1,75,33.436,1000,1,2003,45575,4.5575,1,1,NA,NA
"805","AL052004","EARL",9,"Western Atlantic",1,"2004",200405.1,52,23.148,1009,NA,2004,7725,0.7725,1,NA,NA,NA
"806","AL052005","EMILY",45,"Western Atlantic",1,"2005",200505.1,161,72.016,929,5,2005,328700,32.87,1,1,1,1
"807","AL052006","DEBBY",26,"Western Atlantic",1,"2006",200605.1,52,23.148,999,NA,2006,23075,2.3075,1,NA,NA,NA
"808","AL052007","ERIN",21,"Western Atlantic",1,"2007",200705.1,58,25.72,995,NA,2007,3675,0.3675,1,NA,NA,NA
"809","AL052008","EDOUARD",14,"Western Atlantic",1,"2008",200805.1,63,28.292,996,NA,2008,16975,1.6975,1,NA,NA,NA
"810","AL052009","DANNY",12,"Western Atlantic",1,"2009",200905.1,58,25.72,1006,NA,2009,19650,1.965,1,NA,NA,NA
"811","AL052010","FIVE",32,"Western Atlantic",1,"2010",201005.1,35,15.432,1007,NA,NA,NA,NA,NA,NA,NA,NA
"812","AL052011","EMILY",24,"Western Atlantic",1,"2011",201105.1,52,23.148,1003,NA,2011,23025,2.3025,1,NA,NA,NA
"813","AL052012","ERNESTO",39,"Western Atlantic",1,"2012",201205.1,98,43.724,973,2,2012,84975,8.4975,1,1,NA,NA
"814","AL052013","ERIN",20,"Western Atlantic",1,"2013",201305.1,46,20.576,1006,NA,2013,15450,1.545,1,NA,NA,NA
"815","AL052014","DOLLY",13,"Western Atlantic",1,"2014",201405.1,52,23.148,1000,NA,2014,9275,0.9275,1,NA,NA,NA
"816","AL052015","ERIKA",16,"Western Atlantic",1,"2015",201505.1,52,23.148,1001,NA,2015,27025,2.7025,1,NA,NA,NA
"817","AL052016","EARL",20,"Western Atlantic",1,"2016",201605.1,86,38.58,979,1,2016,45900,4.59,1,1,NA,NA
"818","AL061851","UNNAMED",17,"Western Atlantic",1,"1851",185106.1,69,30.864,NA,NA,1851,46100,4.61,1,NA,NA,NA
"819","AL061853","UNNAMED",22,"Western Atlantic",1,"1853",185306.1,81,36.008,NA,1,1853,95600,9.56,1,1,NA,NA
"820","AL061856","UNNAMED",20,"Western Atlantic",1,"1856",185606.1,81,36.008,NA,1,1856,75400,7.54,1,1,NA,NA
"821","AL061858","UNNAMED",22,"Western Atlantic",1,"1858",185806.1,104,46.296,NA,2,1858,114000,11.4,1,1,NA,NA
"822","AL061859","UNNAMED",20,"Western Atlantic",1,"1859",185906.1,127,56.584,938,3,1859,195600,19.56,1,1,1,NA
"823","AL061860","UNNAMED",17,"Western Atlantic",1,"1860",186006.1,104,46.296,NA,2,1860,74800,7.48,1,1,NA,NA
"824","AL061861","UNNAMED",16,"Western Atlantic",1,"1861",186106.1,69,30.864,NA,NA,1861,53200,5.32,1,NA,NA,NA
"825","AL061862","UNNAMED",14,"Western Atlantic",1,"1862",186206.1,69,30.864,NA,NA,1862,44200,4.42,1,NA,NA,NA
"826","AL061863","UNNAMED",15,"Western Atlantic",1,"1863",186306.1,69,30.864,NA,NA,1863,40000,4,1,NA,NA,NA
"827","AL061865","UNNAMED",1,"Western Atlantic",1,"1865",186506.1,81,36.008,NA,1,1865,4900,0.49,1,1,NA,NA
"828","AL061866","UNNAMED",48,"Western Atlantic",1,"1866",186606.1,138,61.728,938,4,1866,408600,40.86,1,1,1,1
"829","AL061867","UNNAMED",10,"Western Atlantic",1,"1867",186706.1,104,46.296,NA,2,1867,59900,5.99,1,1,NA,NA
"830","AL061869","UNNAMED",12,"Western Atlantic",1,"1869",186906.1,115,51.44,950,3,1869,81300,8.13,1,1,1,NA
"831","AL061870","UNNAMED",40,"Western Atlantic",1,"1870",187006.1,115,51.44,959,3,1870,258800,25.88,1,1,1,NA
"832","AL061871","UNNAMED",17,"Western Atlantic",1,"1871",187106.1,81,36.008,NA,1,1871,63400,6.34,1,1,NA,NA
"833","AL061874","UNNAMED",27,"Western Atlantic",1,"1874",187406.1,92,41.152,980,1,1874,63200,6.32,1,1,NA,NA
"834","AL061875","UNNAMED",20,"Western Atlantic",1,"1875",187506.1,81,36.008,NA,1,1875,63400,6.34,1,1,NA,NA
"835","AL061877","UNNAMED",24,"Western Atlantic",1,"1877",187706.1,58,25.72,NA,NA,1877,40000,4,1,NA,NA,NA
"836","AL061878","UNNAMED",28,"Western Atlantic",1,"1878",187806.1,104,46.296,NA,2,1878,171400,17.14,1,1,NA,NA
"837","AL061879","UNNAMED",33,"Western Atlantic",1,"1879",187906.1,58,25.72,NA,NA,1879,67600,6.76,1,NA,NA,NA
"838","AL061880","UNNAMED",26,"Western Atlantic",1,"1880",188006.1,81,36.008,987,1,1880,59800,5.98,1,1,NA,NA
"839","AL061881","UNNAMED",21,"Western Atlantic",1,"1881",188106.1,104,46.296,975,2,1881,97000,9.7,1,1,NA,NA
"840","AL061882","UNNAMED",45,"Western Atlantic",1,"1882",188206.1,138,61.728,NA,4,1882,212600,21.26,1,1,1,1
"841","AL061885","UNNAMED",37,"Western Atlantic",1,"1885",188506.1,81,36.008,NA,1,1885,73700,7.37,1,1,NA,NA
"842","AL061886","UNNAMED",52,"Western Atlantic",1,"1886",188606.1,121,54.012,NA,3,1886,371050,37.105,1,1,1,NA
"843","AL061887","UNNAMED",38,"Western Atlantic",1,"1887",188706.1,121,54.012,972,3,1887,183700,18.37,1,1,1,NA
"844","AL061888","UNNAMED",18,"Western Atlantic",1,"1888",188806.1,81,36.008,985,1,1888,38475,3.8475,1,1,NA,NA
"845","AL061889","UNNAMED",61,"Western Atlantic",1,"1889",188906.1,109,48.868,NA,2,1889,232950,23.295,1,1,NA,NA
"846","AL061891","UNNAMED",39,"Western Atlantic",1,"1891",189106.1,98,43.724,NA,2,1891,132975,13.2975,1,1,NA,NA
"847","AL061892","UNNAMED",11,"Western Atlantic",1,"1892",189206.1,58,25.72,NA,NA,1892,22200,2.22,1,NA,NA,NA
"848","AL061893","UNNAMED",75,"Western Atlantic",1,"1893",189306.1,121,54.012,954,3,1893,398250,39.825,1,1,1,NA
"849","AL061894","UNNAMED",40,"Western Atlantic",1,"1894",189406.1,132,59.156,931,4,1894,304825,30.4825,1,1,1,1
"850","AL061895","UNNAMED",17,"Western Atlantic",1,"1895",189506.1,40,18.004,NA,NA,1895,17150,1.715,1,NA,NA,NA
"851","AL061896","UNNAMED",59,"Western Atlantic",1,"1896",189606.1,98,43.724,NA,2,1896,330650,33.065,1,1,NA,NA
"852","AL061897","UNNAMED",36,"Western Atlantic",1,"1897",189706.1,63,28.292,NA,NA,1897,61325,6.1325,1,NA,NA,NA
"853","AL061898","UNNAMED",35,"Western Atlantic",1,"1898",189806.1,58,25.72,NA,NA,1898,75875,7.5875,1,NA,NA,NA
"854","AL061899","UNNAMED",26,"Western Atlantic",1,"1899",189906.1,58,25.72,NA,NA,1899,31575,3.1575,1,NA,NA,NA
"855","AL061900","UNNAMED",24,"Western Atlantic",1,"1900",190006.1,46,20.576,NA,NA,1900,12525,1.2525,1,NA,NA,NA
"856","AL061901","UNNAMED",22,"Western Atlantic",1,"1901",190106.1,81,36.008,NA,1,1901,63475,6.3475,1,1,NA,NA
