"","storm_id","storm_name","n_obs","basin","basinid","year","num_id","max_wind_mph","max_wind_ms","min_pressure","max_category","aceyear","sum_of_sq_knts","ace","named","hurricane","hurricane_major","hurricane_intense"
"1797","AL211981","KATRINA",20,"Western Atlantic",1,"1981",198121.1,86,38.58,980,1,1981,41850,4.185,1,1,NA,NA
"1798","AL211995","TANYA",29,"Western Atlantic",1,"1995",199521.1,86,38.58,970,1,1995,87300,8.73,1,1,NA,NA
"1799","AL212003","PETER",15,"Western Atlantic",1,"2003",200321.1,69,30.864,990,NA,2003,20550,2.055,1,NA,NA,NA
"1800","AL212005","UNNAMED",7,"Western Atlantic",1,"2005",200521.1,52,23.148,997,NA,2005,5275,0.5275,1,NA,NA,NA
"1801","AL212010","TOMAS",54,"Western Atlantic",1,"2010",201021.1,98,43.724,982,2,2010,118500,11.85,1,1,NA,NA
"1802","AL221967","UNNAMED",5,"Western Atlantic",1,"1967",196722.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","AL221969","UNNAMED",23,"Western Atlantic",1,"1969",196922.1,69,30.864,990,NA,1969,56900,5.69,1,NA,NA,NA
"1804","AL221971","LAURA",39,"Western Atlantic",1,"1971",197122.1,69,30.864,994,NA,1971,86100,8.61,1,NA,NA,NA
"1805","AL221975","UNNAMED",9,"Western Atlantic",1,"1975",197522.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","AL221978","UNNAMED",13,"Western Atlantic",1,"1978",197822.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","AL221981","UNNAMED",20,"Western Atlantic",1,"1981",198122.1,69,30.864,978,NA,1981,61625,6.1625,1,NA,NA,NA
"1808","AL222005","TAMMY",9,"Western Atlantic",1,"2005",200522.1,52,23.148,1001,NA,2005,8100,0.81,1,NA,NA,NA
"1809","AL231967","UNNAMED",9,"Western Atlantic",1,"1967",196723.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","AL231969","UNNAMED",10,"Western Atlantic",1,"1969",196923.1,58,25.72,996,NA,1969,16125,1.6125,1,NA,NA,NA
"1811","AL231975","UNNAMED",17,"Western Atlantic",1,"1975",197523.1,69,30.864,985,NA,1975,24675,2.4675,1,NA,NA,NA
"1812","AL231978","KENDRA",24,"Western Atlantic",1,"1978",197823.1,81,36.008,990,1,1978,38150,3.815,1,1,NA,NA
"1813","AL232005","TWENTY-TWO",27,"Western Atlantic",1,"2005",200523.1,46,20.576,1005,NA,NA,NA,NA,NA,NA,NA,NA
"1814","AL241967","UNNAMED",9,"Western Atlantic",1,"1967",196724.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","AL241969","JENNY",22,"Western Atlantic",1,"1969",196924.1,46,20.576,1000,NA,1969,2825,0.2825,1,NA,NA,NA
"1816","AL241978","UNNAMED",9,"Western Atlantic",1,"1978",197824.1,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","AL242005","VINCE",15,"Western Atlantic",1,"2005",200524.1,75,33.436,988,1,2005,26775,2.6775,1,1,NA,NA
"1818","AL251967","HEIDI",54,"Western Atlantic",1,"1967",196725.1,92,41.152,981,1,1967,189000,18.9,1,1,NA,NA
"1819","AL251969","KARA",48,"Western Atlantic",1,"1969",196925.1,104,46.296,978,2,1969,131625,13.1625,1,1,NA,NA
"1820","AL252005","WILMA",48,"Western Atlantic",1,"2005",200525.1,184,82.304,882,5,2005,389175,38.9175,1,1,1,1
"1821","AL261967","UNNAMED",13,"Western Atlantic",1,"1967",196726.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","AL261969","LAURIE",42,"Western Atlantic",1,"1969",196926.1,104,46.296,973,2,1969,84700,8.47,1,1,NA,NA
"1823","AL262005","ALPHA",11,"Western Atlantic",1,"2005",200526.1,52,23.148,998,NA,2005,6500,0.65,1,NA,NA,NA
"1824","AL271969","UNNAMED",14,"Western Atlantic",1,"1969",196927.1,69,30.864,990,NA,1969,31725,3.1725,1,NA,NA,NA
"1825","AL272005","BETA",18,"Western Atlantic",1,"2005",200527.1,115,51.44,962,3,2005,64725,6.4725,1,1,1,NA
"1826","AL281969","UNNAMED",31,"Western Atlantic",1,"1969",196928.1,75,33.436,988,1,1969,89750,8.975,1,1,NA,NA
"1827","AL282005","GAMMA",33,"Western Atlantic",1,"2005",200528.1,52,23.148,1002,NA,2005,13325,1.3325,1,NA,NA,NA
"1828","AL291969","MARTHA",17,"Western Atlantic",1,"1969",196929.1,92,41.152,979,1,1969,54925,5.4925,1,1,NA,NA
"1829","AL292005","DELTA",42,"Western Atlantic",1,"2005",200529.1,69,30.864,980,NA,2005,60200,6.02,1,NA,NA,NA
"1830","AL302005","EPSILON",43,"Western Atlantic",1,"2005",200530.1,86,38.58,981,1,2005,133625,13.3625,1,1,NA,NA
"1831","AL312005","ZETA",36,"Western Atlantic",1,"2005",200531.1,63,28.292,994,NA,2006,47950,4.795,1,NA,NA,NA
"1832","AL312005","ZETA",36,"Western Atlantic",1,"2005",200531.1,63,28.292,994,NA,2005,14700,1.47,1,NA,NA,NA
"1833","CP011950","HIKI",39,"Eastern Pacific",2,"1950",195001.2,86,38.58,NA,1,1950,120825,12.0825,1,1,NA,NA
"1834","CP011957","DELLA",48,"Eastern Pacific",2,"1957",195701.2,127,56.584,NA,3,1957,276024,27.6024,1,1,1,NA
"1835","CP011958","UNNAMED",9,"Eastern Pacific",2,"1958",195801.2,52,23.148,NA,NA,1958,2025,0.2025,1,NA,NA,NA
"1836","CP011959","DOT",27,"Eastern Pacific",2,"1959",195901.2,150,66.872,952,4,1959,280225,28.0225,1,1,1,1
"1837","CP011963","UNNAMED",27,"Eastern Pacific",2,"1963",196301.2,52,23.148,NA,NA,1963,22275,2.2275,1,NA,NA,NA
"1838","CP011967","SARAH",53,"Eastern Pacific",2,"1967",196701.2,150,66.872,933,4,1967,361975,36.1975,1,1,1,1
"1839","CP011970","DOT",14,"Eastern Pacific",2,"1970",197001.2,81,36.008,NA,1,1970,31400,3.14,1,1,NA,NA
"1840","CP011972","JUNE",17,"Eastern Pacific",2,"1972",197201.2,58,25.72,NA,NA,1972,10700,1.07,1,NA,NA,NA
"1841","CP011974","OLIVE",18,"Eastern Pacific",2,"1974",197401.2,46,20.576,NA,NA,1974,4800,0.48,1,NA,NA,NA
"1842","CP011975","UNNAMED",21,"Eastern Pacific",2,"1975",197501.2,75,33.436,990,1,1975,32825,3.2825,1,1,NA,NA
"1843","CP011976","KATE",42,"Eastern Pacific",2,"1976",197601.2,92,41.152,NA,1,1976,134175,13.4175,1,1,NA,NA
"1844","CP011978","SUSAN",25,"Eastern Pacific",2,"1978",197801.2,132,59.156,NA,4,1978,125700,12.57,1,1,1,1
"1845","CP011982","AKONI",14,"Eastern Pacific",2,"1982",198201.2,52,23.148,NA,NA,1982,14225,1.4225,1,NA,NA,NA
"1846","CP011984","KELI",22,"Eastern Pacific",2,"1984",198401.2,115,51.44,NA,3,1984,95000,9.5,1,1,1,NA
"1847","CP011985","NELE",27,"Eastern Pacific",2,"1985",198501.2,92,41.152,NA,1,1985,118825,11.8825,1,1,NA,NA
"1848","CP011987","OKA",16,"Eastern Pacific",2,"1987",198701.2,58,25.72,NA,NA,1987,24450,2.445,1,NA,NA,NA
"1849","CP011988","ULEKI",63,"Eastern Pacific",2,"1988",198801.2,127,56.584,NA,3,1988,392875,39.2875,1,1,1,NA
"1850","CP011990","AKA",32,"Eastern Pacific",2,"1990",199001.2,63,28.292,NA,NA,1990,49250,4.925,1,NA,NA,NA
"1851","CP011992","EKEKA",54,"Eastern Pacific",2,"1992",199201.2,115,51.44,NA,3,1992,136975,13.6975,1,1,1,NA
"1852","CP011993","KEONI",83,"Eastern Pacific",2,"1993",199301.2,132,59.156,NA,4,1993,381350,38.135,1,1,1,1
"1853","CP011994","UNNAMED",21,"Eastern Pacific",2,"1994",199401.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","CP011996","UNNAMED",20,"Eastern Pacific",2,"1996",199601.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","CP011997","UNNAMED",6,"Eastern Pacific",2,"1997",199701.2,29,12.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","CP011998","UNNAMED",13,"Eastern Pacific",2,"1998",199801.2,35,15.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","CP012000","UPANA",18,"Eastern Pacific",2,"2000",200001.2,46,20.576,NA,NA,2000,11300,1.13,1,NA,NA,NA
"1858","CP012001","UNNAMED",7,"Eastern Pacific",2,"2001",200101.2,35,15.432,1005,NA,NA,NA,NA,NA,NA,NA,NA
"1859","CP012002","ALIKA",27,"Eastern Pacific",2,"2002",200201.2,63,28.292,995,NA,2002,19900,1.99,1,NA,NA,NA
"1860","CP012003","UNNAMED",25,"Eastern Pacific",2,"2003",200301.2,35,15.432,1009,NA,NA,NA,NA,NA,NA,NA,NA
"1861","CP012004","UNNAMED",9,"Eastern Pacific",2,"2004",200401.2,29,12.86,1007,NA,NA,NA,NA,NA,NA,NA,NA
"1862","CP012005","ONE",10,"Eastern Pacific",2,"2005",200501.2,29,12.86,1008,NA,NA,NA,NA,NA,NA,NA,NA
"1863","CP012006","IOKE",83,"Eastern Pacific",2,"2006",200601.2,161,72.016,900,5,2006,852650,85.265,1,1,1,1
"1864","CP012008","KIKA",48,"Eastern Pacific",2,"2008",200801.2,40,18.004,1007,NA,2008,15925,1.5925,1,NA,NA,NA
"1865","CP012009","MAKA",37,"Eastern Pacific",2,"2009",200901.2,52,23.148,992,NA,2009,11775,1.1775,1,NA,NA,NA
"1866","CP012010","OMEKA",28,"Eastern Pacific",2,"2010",201001.2,58,25.72,997,NA,2010,20825,2.0825,1,NA,NA,NA
"1867","CP012013","PEWA",42,"Eastern Pacific",2,"2013",201301.2,75,33.436,987,1,2013,52950,5.295,1,1,NA,NA
"1868","CP012014","WALI",9,"Eastern Pacific",2,"2014",201401.2,46,20.576,1003,NA,2014,5650,0.565,1,NA,NA,NA
"1869","CP021957","UNNAMED",13,"Eastern Pacific",2,"1957",195702.2,52,23.148,NA,NA,1957,20250,2.025,1,NA,NA,NA
"1870","CP021959","PATSY",18,"Eastern Pacific",2,"1959",195902.2,173,77.16,NA,5,1959,181175,18.1175,1,1,1,1
"1871","CP021972","RUBY",37,"Eastern Pacific",2,"1972",197202.2,127,56.584,944,3,1972,147225,14.7225,1,1,1,NA
"1872","CP021982","EMA",14,"Eastern Pacific",2,"1982",198202.2,46,20.576,NA,NA,1982,15725,1.5725,1,NA,NA,NA
"1873","CP021984","MOKE",4,"Eastern Pacific",2,"1984",198402.2,52,23.148,NA,NA,1984,7300,0.73,1,NA,NA,NA
"1874","CP021987","PEKE",25,"Eastern Pacific",2,"1987",198702.2,104,46.296,NA,2,1987,145550,14.555,1,1,NA,NA
"1875","CP021988","WILA",20,"Eastern Pacific",2,"1988",198802.2,40,18.004,NA,NA,1988,3675,0.3675,1,NA,NA,NA
"1876","CP021992","HALI",11,"Eastern Pacific",2,"1992",199202.2,52,23.148,NA,NA,1992,6450,0.645,1,NA,NA,NA
"1877","CP021994","MELE",15,"Eastern Pacific",2,"1994",199402.2,40,18.004,NA,NA,1994,9800,0.98,1,NA,NA,NA
"1878","CP021997","OLIWA",81,"Eastern Pacific",2,"1997",199702.2,161,72.016,NA,5,1997,431700,43.17,1,1,1,1
"1879","CP022000","WENE",6,"Eastern Pacific",2,"2000",200002.2,52,23.148,NA,NA,2000,10075,1.0075,1,NA,NA,NA
"1880","CP022001","UNNAMED",12,"Eastern Pacific",2,"2001",200102.2,40,18.004,1008,NA,2001,1225,0.1225,1,NA,NA,NA
"1881","CP022002","ELE",21,"Eastern Pacific",2,"2002",200202.2,127,56.584,945,3,2002,72425,7.2425,1,1,1,NA
"1882","CP022006","TWO",38,"Eastern Pacific",2,"2006",200602.2,35,15.432,1007,NA,NA,NA,NA,NA,NA,NA,NA
"1883","CP022009","TWO",28,"Eastern Pacific",2,"2009",200902.2,35,15.432,1007,NA,NA,NA,NA,NA,NA,NA,NA
"1884","CP022013","UNALA",29,"Eastern Pacific",2,"2013",201302.2,40,18.004,1005,NA,2013,1225,0.1225,1,NA,NA,NA
